                    x0           x1           x2           x3     
    5.14000n    700.0344m      1.4469m    700.0344m      1.4469m
    5.15000n    697.0437m     -2.7480m    697.0437m     -2.7480m
    5.16000n    697.2815m     -1.5721m    697.2815m     -1.5721m
    5.17000n    699.9971m     15.7120u    699.9971m     15.7120u
    5.18000n    700.0019m      1.8979u    700.0019m      1.8979u
    5.19000n    700.0093m     13.0585u    700.0093m     13.0585u
    5.20000n    699.9983m     -1.4023u    699.9983m     -1.4023u
    5.21000n    699.9874m    -15.8631u    699.9874m    -15.8631u
    5.22000n    699.9885m    -14.5125u    699.9885m    -14.5125u
    5.23000n    699.9924m     -9.5818u    699.9924m     -9.5818u
    5.24000n    699.9962m     -4.6512u    699.9962m     -4.6512u
    5.25000n    700.0000m      0.         700.0000m      0.
    5.26000n    700.0038m      5.2102u    700.0038m      5.2102u
    5.27000n    700.0076m     10.1408u    700.0076m     10.1408u
    5.28000n    700.0114m     15.0715u    700.0114m     15.0715u
    5.29000n    700.0135m     17.7256u    700.0135m     17.7256u
    5.30000n    700.0120m     15.7610u    700.0120m     15.7610u
    5.31000n    700.0104m     13.7964u    700.0104m     13.7964u
    5.32000n    700.0089m     11.8318u    700.0089m     11.8318u
    5.33000n    700.0074m      9.8672u    700.0074m      9.8672u
    5.34000n    700.0058m      7.9026u    700.0058m      7.9026u
    5.35000n    700.0043m      5.9380u    700.0043m      5.9380u
    5.36000n    700.0028m      3.9735u    700.0028m      3.9735u
    5.37000n    700.0012m      2.0089u    700.0012m      2.0089u
    5.38000n    699.9997m      0.         699.9997m      0.
    5.39000n    699.9982m     -1.9203u    699.9982m     -1.9203u
    5.40000n    699.9966m     -3.8849u    699.9966m     -3.8849u
    5.41000n    699.9951m     -5.8495u    699.9951m     -5.8495u
    5.42000n    699.9936m     -7.8141u    699.9936m     -7.8141u
    5.43000n    699.9920m     -9.7787u    699.9920m     -9.7787u
    5.44000n    699.9905m    -11.7433u    699.9905m    -11.7433u
    5.45000n    699.9890m    -13.7078u    699.9890m    -13.7078u
    5.46000n    699.9874m    -15.6724u    699.9874m    -15.6724u
    5.47000n    699.9859m    -17.6370u    699.9859m    -17.6370u
    5.48000n    699.9866m    -16.7684u    699.9866m    -16.7684u
    5.49000n    699.9877m    -15.2804u    699.9877m    -15.2804u
    5.50000n    699.9889m    -13.7925u    699.9889m    -13.7925u
    5.51000n    699.9901m    -12.3045u    699.9901m    -12.3045u
    5.52000n    699.9912m    -10.8165u    699.9912m    -10.8165u
    5.53000n    699.9924m     -9.3285u    699.9924m     -9.3285u
    5.54000n    699.9936m     -7.8405u    699.9936m     -7.8405u
    5.55000n    699.9947m     -6.3526u    699.9947m     -6.3526u
    5.56000n    699.9959m     -4.8646u    699.9959m     -4.8646u
    5.57000n    699.9971m     -3.3766u    699.9971m     -3.3766u
    5.58000n    699.9982m     -1.8886u    699.9982m     -1.8886u
    5.59000n    699.9994m      0.         699.9994m      0.
    5.60000n    700.0006m      1.0873u    700.0006m      1.0873u
    5.61000n    700.0017m      2.5753u    700.0017m      2.5753u
    5.62000n    700.0029m      4.0633u    700.0029m      4.0633u
    5.63000n    700.0041m      5.5513u    700.0041m      5.5513u
    5.64000n    700.0052m      7.0392u    700.0052m      7.0392u
    5.65000n    700.0064m      8.5272u    700.0064m      8.5272u
    5.66000n    700.0076m     10.0152u    700.0076m     10.0152u
    5.67000n    700.0087m     11.5032u    700.0087m     11.5032u
    5.68000n    700.0099m     12.9912u    700.0099m     12.9912u
    5.69000n    700.0111m     14.4791u    700.0111m     14.4791u
    5.70000n    700.0122m     15.9671u    700.0122m     15.9671u
    5.71000n    700.0134m     17.4551u    700.0134m     17.4551u
    5.72000n    699.9990m   -618.3277n    699.9990m   -618.3277n
    5.73000n    700.0002m    564.5537n    700.0002m    564.5537n
    5.74000n    699.9998m      0.         699.9998m      0.
    5.75000n    699.9997m      0.         699.9997m      0.
    5.76000n    699.9998m      0.         699.9998m      0.
    5.77000n    699.9998m      0.         699.9998m      0.
    5.78000n    699.9998m      0.         699.9998m      0.
    5.79000n    699.9998m      0.         699.9998m      0.
    5.80000n    699.9998m      0.         699.9998m      0.
    5.81000n    699.9998m      0.         699.9998m      0.
    5.82000n    699.9998m      0.         699.9998m      0.
    5.83000n    699.9997m      0.         699.9997m      0.
    5.84000n    699.9997m      0.         699.9997m      0.
    5.85000n    699.9997m      0.         699.9997m      0.
    5.86000n    699.9997m      0.         699.9997m      0.
    5.87000n    699.9998m      0.         699.9998m      0.
    5.88000n    699.9998m      0.         699.9998m      0.
    5.89000n    699.9998m      0.         699.9998m      0.
    5.90000n    699.9998m      0.         699.9998m      0.
    5.91000n    699.9998m      0.         699.9998m      0.
    5.92000n    699.9998m      0.         699.9998m      0.
    5.93000n    699.9998m      0.         699.9998m      0.
    5.94000n    699.9998m      0.         699.9998m      0.
    5.95000n    699.9998m      0.         699.9998m      0.
    5.96000n    699.9998m      0.         699.9998m      0.
    5.97000n    699.9998m      0.         699.9998m      0.
    5.98000n    699.9998m      0.         699.9998m      0.
    5.99000n    699.9997m      0.         699.9997m      0.
    6.00000n    699.9997m      0.         699.9997m      0.
    6.01000n    699.9998m      0.         699.9998m      0.
    6.02000n    699.9998m      0.         699.9998m      0.
    6.03000n    699.9998m      0.         699.9998m      0.
    6.04000n    699.9998m      0.         699.9998m      0.
    6.05000n    699.9998m      0.         699.9998m      0.
    6.06000n    699.9998m      0.         699.9998m      0.
    6.07000n    699.9998m      0.         699.9998m      0.
    6.08000n    699.9998m      0.         699.9998m      0.
    6.09000n    699.9998m      0.         699.9998m      0.
    6.10000n    699.9998m      0.         699.9998m      0.
    6.11000n    699.9998m      0.         699.9998m      0.
    6.12000n    699.9998m      0.         699.9998m      0.
    6.13000n    699.9998m      0.         699.9998m      0.
    6.14000n    699.9998m      0.         699.9998m      0.
    6.15000n    699.9998m      0.         699.9998m      0.
    6.16000n    699.9998m      0.         699.9998m      0.
    6.17000n    699.9998m      0.         699.9998m      0.
    6.18000n    699.9998m      0.         699.9998m      0.
    6.19000n    699.9998m      0.         699.9998m      0.
    6.20000n    699.9998m      0.         699.9998m      0.
    6.21000n    699.9998m      0.         699.9998m      0.
    6.22000n    699.9998m      0.         699.9998m      0.
    6.23000n    699.9998m      0.         699.9998m      0.
    6.24000n    699.9998m      0.         699.9998m      0.
    6.25000n    699.9998m      0.         699.9998m      0.
    6.26000n    699.9998m      0.         699.9998m      0.
    6.27000n    699.9998m      0.         699.9998m      0.
    6.28000n    699.9998m      0.         699.9998m      0.
    6.29000n    699.9998m      0.         699.9998m      0.
    6.30000n    699.9998m      0.         699.9998m      0.
    6.31000n    699.9998m      0.         699.9998m      0.
    6.32000n    699.9998m      0.         699.9998m      0.
    6.33000n    699.9998m      0.         699.9998m      0.
    6.34000n    699.9998m      0.         699.9998m      0.
    6.35000n    699.9998m      0.         699.9998m      0.
    6.36000n    699.9998m      0.         699.9998m      0.
    6.37000n    699.9998m      0.         699.9998m      0.
    6.38000n    699.9998m      0.         699.9998m      0.
    6.39000n    699.9998m      0.         699.9998m      0.
    6.40000n    699.9998m      0.         699.9998m      0.
    6.41000n    699.9998m      0.         699.9998m      0.
    6.42000n    699.9998m      0.         699.9998m      0.
    6.43000n    699.9998m      0.         699.9998m      0.
    6.44000n    699.9998m      0.         699.9998m      0.
    6.45000n    699.9998m      0.         699.9998m      0.
    6.46000n    699.9998m      0.         699.9998m      0.
    6.47000n    699.9998m      0.         699.9998m      0.
    6.48000n    699.9998m      0.         699.9998m      0.
    6.49000n    699.9998m      0.         699.9998m      0.
    6.50000n    699.9998m      0.         699.9998m      0.
    6.51000n    699.9998m      0.         699.9998m      0.
    6.52000n    699.9998m      0.         699.9998m      0.
    6.53000n    699.9998m      0.         699.9998m      0.
    6.54000n    699.9998m      0.         699.9998m      0.
    6.55000n    699.9998m      0.         699.9998m      0.
    6.56000n    699.9998m      0.         699.9998m      0.
    6.57000n    699.9998m      0.         699.9998m      0.
    6.58000n    699.9998m      0.         699.9998m      0.
    6.59000n    699.9998m      0.         699.9998m      0.
    6.60000n    699.9998m      0.         699.9998m      0.
    6.61000n    699.9998m      0.         699.9998m      0.
    6.62000n    699.9998m      0.         699.9998m      0.
    6.63000n    699.9998m      0.         699.9998m      0.
    6.64000n    699.9998m      0.         699.9998m      0.
    6.65000n    699.9998m      0.         699.9998m      0.
    6.66000n    699.9998m      0.         699.9998m      0.
    6.67000n    699.9998m      0.         699.9998m      0.
    6.68000n    699.9998m      0.         699.9998m      0.
    6.69000n    699.9998m      0.         699.9998m      0.
    6.70000n    699.9998m      0.         699.9998m      0.
    6.71000n    699.9998m      0.         699.9998m      0.
    6.72000n    699.9998m      0.         699.9998m      0.
    6.73000n    699.9998m      0.         699.9998m      0.
    6.74000n    699.9998m      0.         699.9998m      0.
    6.75000n    699.9998m      0.         699.9998m      0.
    6.76000n    699.9998m      0.         699.9998m      0.
    6.77000n    699.9998m      0.         699.9998m      0.
    6.78000n    699.9998m      0.         699.9998m      0.
    6.79000n    699.9998m      0.         699.9998m      0.
    6.80000n    699.9998m      0.         699.9998m      0.
    6.81000n    699.9998m      0.         699.9998m      0.
    6.82000n    699.9998m      0.         699.9998m      0.
    6.83000n    699.9998m      0.         699.9998m      0.
    6.84000n    699.9998m      0.         699.9998m      0.
    6.85000n    699.9998m      0.         699.9998m      0.
    6.86000n    702.6926m      2.1981m    702.6926m      2.1981m
    6.87000n    709.8428m     43.5381m    709.8428m     43.5381m
    6.88000n    703.7911m    142.6331m    703.7911m    142.6331m
    6.89000n    699.9258m    144.2510m    699.9258m    144.2510m
    6.90000n    699.9208m    143.7259m    699.9208m    143.7259m
    6.91000n    699.8957m    143.1367m    699.8957m    143.1367m
    6.92000n    699.9041m    142.4923m    699.9041m    142.4923m
    6.93000n    699.9125m    141.8479m    699.9125m    141.8479m
    6.94000n    699.9178m    141.1081m    699.9178m    141.1081m
    6.95000n    699.9029m    139.7692m    699.9029m    139.7692m
    6.96000n    699.8880m    138.4303m    699.8880m    138.4303m
    6.97000n    699.8731m    137.0914m    699.8731m    137.0914m
    6.98000n    699.8582m    135.7525m    699.8582m    135.7525m
    6.99000n    699.8433m    134.4136m    699.8433m    134.4136m
    7.00000n    699.8284m    133.0747m    699.8284m    133.0747m
    7.01000n    699.8136m    131.7358m    699.8136m    131.7358m
    7.02000n    699.7987m    130.3968m    699.7987m    130.3968m
    7.03000n    699.7764m    126.7619m    699.7764m    126.7619m
    7.04000n    699.7523m    122.5536m    699.7523m    122.5536m
    7.05000n    699.7282m    118.3452m    699.7282m    118.3452m
    7.06000n    699.7040m    114.1368m    699.7040m    114.1368m
    7.07000n    699.6799m    109.9285m    699.6799m    109.9285m
    7.08000n    699.6558m    105.7201m    699.6558m    105.7201m
    7.09000n    699.6317m    101.5118m    699.6317m    101.5118m
    7.10000n    699.6076m     97.3034m    699.6076m     97.3034m
    7.11000n    699.5835m     93.0950m    699.5835m     93.0950m
    7.12000n    699.5593m     88.8867m    699.5593m     88.8867m
    7.13000n    699.5352m     84.6783m    699.5352m     84.6783m
    7.14000n    699.5111m     80.4699m    699.5111m     80.4699m
    7.15000n    692.0078m     39.9381m    692.0078m     39.9381m
    7.16000n    695.3026m     -1.0816m    695.3026m     -1.0816m
    7.17000n    699.9957m     -3.8759u    699.9957m     -3.8759u
    7.18000n    699.9968m     -3.0402u    699.9968m     -3.0402u
    7.19000n    699.9940m     -6.0616u    699.9940m     -6.0616u
    7.20000n    700.0008m      1.3076u    700.0008m      1.3076u
    7.21000n    700.0076m      8.6768u    700.0076m      8.6768u
    7.22000n    700.0076m      8.6359u    700.0076m      8.6359u
    7.23000n    700.0055m      6.3373u    700.0055m      6.3373u
    7.24000n    700.0033m      4.0386u    700.0033m      4.0386u
    7.25000n    700.0012m      1.7400u    700.0012m      1.7400u
    7.26000n    699.9991m   -558.6770n    699.9991m   -558.6770n
    7.27000n    699.9970m     -2.8573u    699.9970m     -2.8573u
    7.28000n    699.9948m     -5.1560u    699.9948m     -5.1560u
    7.29000n    699.9927m     -7.4546u    699.9927m     -7.4546u
    7.30000n    699.9906m     -9.7533u    699.9906m     -9.7533u
    7.31000n    699.9912m     -9.0983u    699.9912m     -9.0983u
    7.32000n    699.9920m     -8.2292u    699.9920m     -8.2292u
    7.33000n    699.9928m     -7.3602u    699.9928m     -7.3602u
    7.34000n    699.9936m     -6.4911u    699.9936m     -6.4911u
    7.35000n    699.9944m     -5.6221u    699.9944m     -5.6221u
    7.36000n    699.9952m     -4.7531u    699.9952m     -4.7531u
    7.37000n    699.9960m     -3.8840u    699.9960m     -3.8840u
    7.38000n    699.9968m     -3.0150u    699.9968m     -3.0150u
    7.39000n    699.9976m     -2.1460u    699.9976m     -2.1460u
    7.40000n    699.9984m     -1.2769u    699.9984m     -1.2769u
    7.41000n    699.9992m      0.         699.9992m      0.
    7.42000n    700.0000m      0.         700.0000m      0.
    7.43000n    700.0008m      1.3302u    700.0008m      1.3302u
    7.44000n    700.0016m      2.1992u    700.0016m      2.1992u
    7.45000n    700.0024m      3.0682u    700.0024m      3.0682u
    7.46000n    700.0032m      3.9373u    700.0032m      3.9373u
    7.47000n    700.0040m      4.8063u    700.0040m      4.8063u
    7.48000n    700.0048m      5.6753u    700.0048m      5.6753u
    7.49000n    700.0056m      6.5444u    700.0056m      6.5444u
    7.50000n    700.0064m      7.4134u    700.0064m      7.4134u
    7.51000n    700.0073m      8.2824u    700.0073m      8.2824u
    7.52000n    700.0081m      9.1515u    700.0081m      9.1515u
    7.53000n    700.0089m     10.0205u    700.0089m     10.0205u
    7.54000n    700.0082m      9.3129u    700.0082m      9.3129u
    7.55000n    700.0072m      8.2174u    700.0072m      8.2174u
    7.56000n    700.0062m      7.1218u    700.0062m      7.1218u
    7.57000n    700.0052m      6.0263u    700.0052m      6.0263u
    7.58000n    700.0042m      4.9307u    700.0042m      4.9307u
    7.59000n    700.0031m      3.8352u    700.0031m      3.8352u
    7.60000n    700.0021m      2.7396u    700.0021m      2.7396u
    7.61000n    700.0011m      1.6441u    700.0011m      1.6441u
    7.62000n    700.0001m    548.5052n    700.0001m    548.5052n
    7.63000n    699.9991m   -547.0489n    699.9991m   -547.0489n
    7.64000n    699.9981m     -1.6426u    699.9981m     -1.6426u
    7.65000n    699.9971m     -2.7382u    699.9971m     -2.7382u
    7.66000n    699.9961m     -3.8337u    699.9961m     -3.8337u
    7.67000n    699.9950m     -4.9293u    699.9950m     -4.9293u
    7.68000n    699.9940m     -6.0248u    699.9940m     -6.0248u
    7.69000n    699.9930m     -7.1204u    699.9930m     -7.1204u
    7.70000n    699.9920m     -8.2159u    699.9920m     -8.2159u
    7.71000n    699.9910m     -9.3115u    699.9910m     -9.3115u
    7.72000n    700.0004m    832.3145n    700.0004m    832.3145n
    7.73000n    699.9993m      0.         699.9993m      0.
    7.74000n    699.9998m      0.         699.9998m      0.
    7.75000n    699.9998m      0.         699.9998m      0.
    7.76000n    699.9998m      0.         699.9998m      0.
    7.77000n    699.9998m      0.         699.9998m      0.
    7.78000n    699.9998m      0.         699.9998m      0.
    7.79000n    699.9998m      0.         699.9998m      0.
    7.80000n    699.9998m      0.         699.9998m      0.
    7.81000n    699.9998m      0.         699.9998m      0.
    7.82000n    699.9998m      0.         699.9998m      0.
    7.83000n    699.9998m      0.         699.9998m      0.
    7.84000n    699.9998m      0.         699.9998m      0.
    7.85000n    699.9998m      0.         699.9998m      0.
    7.86000n    699.9998m      0.         699.9998m      0.
    7.87000n    699.9998m      0.         699.9998m      0.
    7.88000n    699.9998m      0.         699.9998m      0.
    7.89000n    699.9998m      0.         699.9998m      0.
    7.90000n    699.9998m      0.         699.9998m      0.
    7.91000n    699.9998m      0.         699.9998m      0.
    7.92000n    699.9998m      0.         699.9998m      0.
    7.93000n    699.9998m      0.         699.9998m      0.
    7.94000n    699.9998m      0.         699.9998m      0.
    7.95000n    699.9998m      0.         699.9998m      0.
    7.96000n    699.9998m      0.         699.9998m      0.
    7.97000n    699.9998m      0.         699.9998m      0.
    7.98000n    699.9998m      0.         699.9998m      0.
    7.99000n    699.9998m      0.         699.9998m      0.
    8.00000n    699.9998m      0.         699.9998m      0.
