                    x0           x1           x2           x3
  315.00000m    662.5174m    315.0000m    662.5174m    315.0000m
  315.70000m    661.3506m    315.7000m    661.3506m    315.7000m
  316.40000m    660.1345m    316.4000m    660.1345m    316.4000m
  317.10000m    658.8656m    317.1000m    658.8656m    317.1000m
  317.80000m    657.5400m    317.8000m    657.5400m    317.8000m
  318.50000m    656.1534m    318.5000m    656.1534m    318.5000m
  319.20000m    654.7006m    319.2000m    654.7006m    319.2000m
  319.90000m    653.1762m    319.9000m    653.1762m    319.9000m
  320.60000m    651.5738m    320.6000m    651.5738m    320.6000m
  321.30000m    649.8862m    321.3000m    649.8862m    321.3000m
  322.00000m    648.1052m    322.0000m    648.1052m    322.0000m
  322.70000m    646.2213m    322.7000m    646.2213m    322.7000m
  323.40000m    644.2235m    323.4000m    644.2235m    323.4000m
  324.10000m    642.0990m    324.1000m    642.0990m    324.1000m
  324.80000m    639.8330m    324.8000m    639.8330m    324.8000m
  325.50000m    637.4077m    325.5000m    637.4077m    325.5000m
  326.20000m    634.8024m    326.2000m    634.8024m    326.2000m
  326.90000m    631.9919m    326.9000m    631.9919m    326.9000m
  327.60000m    628.9462m    327.6000m    628.9462m    327.6000m
  328.30000m    625.6286m    328.3000m    625.6286m    328.3000m
  329.00000m    621.9944m    329.0000m    621.9944m    329.0000m
  329.70000m    617.9882m    329.7000m    617.9882m    329.7000m
  330.40000m    613.5413m    330.4000m    613.5413m    330.4000m
  331.10000m    608.5676m    331.1000m    608.5676m    331.1000m
  331.80000m    602.9593m    331.8000m    602.9593m    331.8000m
  332.50000m    596.5810m    332.5000m    596.5810m    332.5000m
  333.20000m    589.2647m    333.2000m    589.2647m    333.2000m
  333.90000m    580.8058m    333.9000m    580.8058m    333.9000m
  334.60000m    570.9626m    334.6000m    570.9626m    334.6000m
  335.30000m    559.4828m    335.3000m    559.4828m    335.3000m
  336.00000m    546.1204m    336.0000m    546.1204m    336.0000m
  336.70000m    530.6993m    336.7000m    530.6993m    336.7000m
  337.40000m    513.1657m    337.4000m    513.1657m    337.4000m
  338.10000m    493.6176m    338.1000m    493.6176m    338.1000m
  338.80000m    472.2869m    338.8000m    472.2869m    338.8000m
  339.50000m    449.4860m    339.5000m    449.4860m    339.5000m
  340.20000m    425.5487m    340.2000m    425.5487m    340.2000m
  340.90000m    400.7914m    340.9000m    400.7914m    340.9000m
  341.60000m    375.4958m    341.6000m    375.4958m    341.6000m
  342.30000m    349.9101m    342.3000m    349.9101m    342.3000m
  343.00000m    324.2579m    343.0000m    324.2579m    343.0000m
  343.70000m    298.7513m    343.7000m    298.7513m    343.7000m
  344.40000m    273.6059m    344.4000m    273.6059m    344.4000m
  345.10000m    249.0561m    345.1000m    249.0561m    345.1000m
  345.80000m    225.3703m    345.8000m    225.3703m    345.8000m
  346.50000m    202.8625m    346.5000m    202.8625m    346.5000m
  347.20000m    181.8883m    347.2000m    181.8883m    347.2000m
  347.90000m    162.8104m    347.9000m    162.8104m    347.9000m
  348.60000m    145.9211m    348.6000m    145.9211m    348.6000m
  349.30000m    131.3479m    349.3000m    131.3479m    349.3000m
  350.00000m    119.0077m    350.0000m    119.0077m    350.0000m
  350.70000m    108.6494m    350.7000m    108.6494m    350.7000m
  351.40000m     99.9486m    351.4000m     99.9486m    351.4000m
  352.10000m     92.5890m    352.1000m     92.5890m    352.1000m
  352.80000m     86.3016m    352.8000m     86.3016m    352.8000m
  353.50000m     80.8730m    353.5000m     80.8730m    353.5000m
  354.20000m     76.1379m    354.2000m     76.1379m    354.2000m
  354.90000m     71.9686m    354.9000m     71.9686m    354.9000m
  355.60000m     68.2658m    355.6000m     68.2658m    355.6000m
  356.30000m     64.9510m    356.3000m     64.9510m    356.3000m
  357.00000m     61.9618m    357.0000m     61.9618m    357.0000m
  357.70000m     59.2480m    357.7000m     59.2480m    357.7000m
  358.40000m     56.7690m    358.4000m     56.7690m    358.4000m
  359.10000m     54.4917m    359.1000m     54.4917m    359.1000m
  359.80000m     52.3890m    359.8000m     52.3890m    359.8000m
  360.50000m     50.4386m    360.5000m     50.4386m    360.5000m
  361.20000m     48.6217m    361.2000m     48.6217m    361.2000m
  361.90000m     46.9228m    361.9000m     46.9228m    361.9000m
  362.60000m     45.3287m    362.6000m     45.3287m    362.6000m
  363.30000m     43.8285m    363.3000m     43.8285m    363.3000m
  364.00000m     42.4124m    364.0000m     42.4124m    364.0000m
  364.70000m     41.0725m    364.7000m     41.0725m    364.7000m
  365.40000m     39.8017m    365.4000m     39.8017m    365.4000m
  366.10000m     38.5938m    366.1000m     38.5938m    366.1000m
  366.80000m     37.4436m    366.8000m     37.4436m    366.8000m
  367.50000m     36.3464m    367.5000m     36.3464m    367.5000m
  368.20000m     35.2980m    368.2000m     35.2980m    368.2000m
  368.90000m     34.2947m    368.9000m     34.2947m    368.9000m
  369.60000m     33.3334m    369.6000m     33.3334m    369.6000m
  370.30000m     32.4110m    370.3000m     32.4110m    370.3000m
  371.00000m     31.5250m    371.0000m     31.5250m    371.0000m
  371.70000m     30.6730m    371.7000m     30.6730m    371.7000m
  372.40000m     29.8529m    372.4000m     29.8529m    372.4000m
  373.10000m     29.0628m    373.1000m     29.0628m    373.1000m
  373.80000m     28.3009m    373.8000m     28.3009m    373.8000m
  374.50000m     27.5656m    374.5000m     27.5656m    374.5000m
  375.20000m     26.8554m    375.2000m     26.8554m    375.2000m
  375.90000m     26.1689m    375.9000m     26.1689m    375.9000m
  376.60000m     25.5051m    376.6000m     25.5051m    376.6000m
  377.30000m     24.8626m    377.3000m     24.8626m    377.3000m
  378.00000m     24.2405m    378.0000m     24.2405m    378.0000m
  378.70000m     23.6377m    378.7000m     23.6377m    378.7000m
  379.40000m     23.0534m    379.4000m     23.0534m    379.4000m
  380.10000m     22.4867m    380.1000m     22.4867m    380.1000m
  380.80000m     21.9369m    380.8000m     21.9369m    380.8000m
  381.50000m     21.4032m    381.5000m     21.4032m    381.5000m
  382.20000m     20.8848m    382.2000m     20.8848m    382.2000m
  382.90000m     20.3813m    382.9000m     20.3813m    382.9000m
  383.60000m     19.8919m    383.6000m     19.8919m    383.6000m
  384.30000m     19.4161m    384.3000m     19.4161m    384.3000m
  385.00000m     18.9534m    385.0000m     18.9534m    385.0000m
  385.70000m     18.5032m    385.7000m     18.5032m    385.7000m
  386.40000m     18.0652m    386.4000m     18.0652m    386.4000m
  387.10000m     17.6388m    387.1000m     17.6388m    387.1000m
  387.80000m     17.2236m    387.8000m     17.2236m    387.8000m
  388.50000m     16.8193m    388.5000m     16.8193m    388.5000m
  389.20000m     16.4254m    389.2000m     16.4254m    389.2000m
  389.90000m     16.0416m    389.9000m     16.0416m    389.9000m
  390.60000m     15.6675m    390.6000m     15.6675m    390.6000m
  391.30000m     15.3029m    391.3000m     15.3029m    391.3000m
  392.00000m     14.9474m    392.0000m     14.9474m    392.0000m
  392.70000m     14.6008m    392.7000m     14.6008m    392.7000m
  393.40000m     14.2626m    393.4000m     14.2626m    393.4000m
  394.10000m     13.9328m    394.1000m     13.9328m    394.1000m
  394.80000m     13.6110m    394.8000m     13.6110m    394.8000m
  395.50000m     13.2970m    395.5000m     13.2970m    395.5000m
  396.20000m     12.9905m    396.2000m     12.9905m    396.2000m
  396.90000m     12.6913m    396.9000m     12.6913m    396.9000m
  397.60000m     12.3993m    397.6000m     12.3993m    397.6000m
  398.30000m     12.1141m    398.3000m     12.1141m    398.3000m
  399.00000m     11.8357m    399.0000m     11.8357m    399.0000m
  399.70000m     11.5638m    399.7000m     11.5638m    399.7000m
  400.40000m     11.2983m    400.4000m     11.2983m    400.4000m
  401.10000m     11.0389m    401.1000m     11.0389m    401.1000m
  401.80000m     10.7855m    401.8000m     10.7855m    401.8000m
  402.50000m     10.5379m    402.5000m     10.5379m    402.5000m
  403.20000m     10.2961m    403.2000m     10.2961m    403.2000m
  403.90000m     10.0597m    403.9000m     10.0597m    403.9000m
  404.60000m      9.8288m    404.6000m      9.8288m    404.6000m
  405.30000m      9.6031m    405.3000m      9.6031m    405.3000m
  406.00000m      9.3826m    406.0000m      9.3826m    406.0000m
  406.70000m      9.1670m    406.7000m      9.1670m    406.7000m
  407.40000m      8.9563m    407.4000m      8.9563m    407.4000m
  408.10000m      8.7503m    408.1000m      8.7503m    408.1000m
  408.80000m      8.5490m    408.8000m      8.5490m    408.8000m
  409.50000m      8.3522m    409.5000m      8.3522m    409.5000m
  410.20000m      8.1598m    410.2000m      8.1598m    410.2000m
  410.90000m      7.9717m    410.9000m      7.9717m    410.9000m
  411.60000m      7.7878m    411.6000m      7.7878m    411.6000m
  412.30000m      7.6079m    412.3000m      7.6079m    412.3000m
  413.00000m      7.4321m    413.0000m      7.4321m    413.0000m
  413.70000m      7.2602m    413.7000m      7.2602m    413.7000m
  414.40000m      7.0922m    414.4000m      7.0922m    414.4000m
  415.10000m      6.9278m    415.1000m      6.9278m    415.1000m
  415.80000m      6.7671m    415.8000m      6.7671m    415.8000m
  416.50000m      6.6100m    416.5000m      6.6100m    416.5000m
  417.20000m      6.4563m    417.2000m      6.4563m    417.2000m
  417.90000m      6.3061m    417.9000m      6.3061m    417.9000m
  418.60000m      6.1592m    418.6000m      6.1592m    418.6000m
  419.30000m      6.0155m    419.3000m      6.0155m    419.3000m
  420.00000m      5.8750m    420.0000m      5.8750m    420.0000m
  420.70000m      5.7376m    420.7000m      5.7376m    420.7000m
  421.40000m      5.6033m    421.4000m      5.6033m    421.4000m
  422.10000m      5.4719m    422.1000m      5.4719m    422.1000m
  422.80000m      5.3435m    422.8000m      5.3435m    422.8000m
  423.50000m      5.2179m    423.5000m      5.2179m    423.5000m
  424.20000m      5.0951m    424.2000m      5.0951m    424.2000m
  424.90000m      4.9750m    424.9000m      4.9750m    424.9000m
  425.60000m      4.8576m    425.6000m      4.8576m    425.6000m
  426.30000m      4.7428m    426.3000m      4.7428m    426.3000m
  427.00000m      4.6305m    427.0000m      4.6305m    427.0000m
  427.70000m      4.5207m    427.7000m      4.5207m    427.7000m
  428.40000m      4.4134m    428.4000m      4.4134m    428.4000m
  429.10000m      4.3085m    429.1000m      4.3085m    429.1000m
  429.80000m      4.2059m    429.8000m      4.2059m    429.8000m
  430.50000m      4.1057m    430.5000m      4.1057m    430.5000m
  431.20000m      4.0076m    431.2000m      4.0076m    431.2000m
  431.90000m      3.9118m    431.9000m      3.9118m    431.9000m
  432.60000m      3.8181m    432.6000m      3.8181m    432.6000m
  433.30000m      3.7265m    433.3000m      3.7265m    433.3000m
  434.00000m      3.6370m    434.0000m      3.6370m    434.0000m
  434.70000m      3.5495m    434.7000m      3.5495m    434.7000m
  435.40000m      3.4640m    435.4000m      3.4640m    435.4000m
  436.10000m      3.3804m    436.1000m      3.3804m    436.1000m
  436.80000m      3.2987m    436.8000m      3.2987m    436.8000m
  437.50000m      3.2188m    437.5000m      3.2188m    437.5000m
  438.20000m      3.1408m    438.2000m      3.1408m    438.2000m
  438.90000m      3.0646m    438.9000m      3.0646m    438.9000m
  439.60000m      2.9900m    439.6000m      2.9900m    439.6000m
  440.30000m      2.9172m    440.3000m      2.9172m    440.3000m
  441.00000m      2.8461m    441.0000m      2.8461m    441.0000m
  441.70000m      2.7765m    441.7000m      2.7765m    441.7000m
  442.40000m      2.7086m    442.4000m      2.7086m    442.4000m
  443.10000m      2.6423m    443.1000m      2.6423m    443.1000m
  443.80000m      2.5774m    443.8000m      2.5774m    443.8000m
  444.50000m      2.5141m    444.5000m      2.5141m    444.5000m
  445.20000m      2.4522m    445.2000m      2.4522m    445.2000m
  445.90000m      2.3918m    445.9000m      2.3918m    445.9000m
  446.60000m      2.3327m    446.6000m      2.3327m    446.6000m
  447.30000m      2.2751m    447.3000m      2.2751m    447.3000m
  448.00000m      2.2187m    448.0000m      2.2187m    448.0000m
  448.70000m      2.1637m    448.7000m      2.1637m    448.7000m
  449.40000m      2.1100m    449.4000m      2.1100m    449.4000m
  450.10000m      2.0575m    450.1000m      2.0575m    450.1000m
  450.80000m      2.0063m    450.8000m      2.0063m    450.8000m
  451.50000m      1.9563m    451.5000m      1.9563m    451.5000m
  452.20000m      1.9074m    452.2000m      1.9074m    452.2000m
  452.90000m      1.8597m    452.9000m      1.8597m    452.9000m
  453.60000m      1.8132m    453.6000m      1.8132m    453.6000m
  454.30000m      1.7677m    454.3000m      1.7677m    454.3000m
  455.00000m      1.7233m    455.0000m      1.7233m    455.0000m
  455.70000m      1.6800m    455.7000m      1.6800m    455.7000m
  456.40000m      1.6377m    456.4000m      1.6377m    456.4000m
  457.10000m      1.5964m    457.1000m      1.5964m    457.1000m
  457.80000m      1.5561m    457.8000m      1.5561m    457.8000m
  458.50000m      1.5168m    458.5000m      1.5168m    458.5000m
  459.20000m      1.4784m    459.2000m      1.4784m    459.2000m
  459.90000m      1.4409m    459.9000m      1.4409m    459.9000m
  460.60000m      1.4044m    460.6000m      1.4044m    460.6000m
  461.30000m      1.3687m    461.3000m      1.3687m    461.3000m
  462.00000m      1.3339m    462.0000m      1.3339m    462.0000m
  462.70000m      1.2999m    462.7000m      1.2999m    462.7000m
  463.40000m      1.2667m    463.4000m      1.2667m    463.4000m
  464.10000m      1.2344m    464.1000m      1.2344m    464.1000m
  464.80000m      1.2028m    464.8000m      1.2028m    464.8000m
  465.50000m      1.1720m    465.5000m      1.1720m    465.5000m
  466.20000m      1.1420m    466.2000m      1.1420m    466.2000m
  466.90000m      1.1127m    466.9000m      1.1127m    466.9000m
  467.60000m      1.0841m    467.6000m      1.0841m    467.6000m
  468.30000m      1.0563m    468.3000m      1.0563m    468.3000m
  469.00000m      1.0291m    469.0000m      1.0291m    469.0000m
  469.70000m      1.0025m    469.7000m      1.0025m    469.7000m
  470.40000m    976.6780u    470.4000m    976.6780u    470.4000m
  471.10000m    951.4509u    471.1000m    951.4509u    471.1000m
  471.80000m    926.8486u    471.8000m    926.8486u    471.8000m
  472.50000m    902.8566u    472.5000m    902.8566u    472.5000m
  473.20000m    879.4606u    473.2000m    879.4606u    473.2000m
  473.90000m    856.6468u    473.9000m    856.6468u    473.9000m
  474.60000m    834.4015u    474.6000m    834.4015u    474.6000m
  475.30000m    812.7115u    475.3000m    812.7115u    475.3000m
  476.00000m    791.5637u    476.0000m    791.5637u    476.0000m
  476.70000m    770.9454u    476.7000m    770.9454u    476.7000m
  477.40000m    750.8440u    477.4000m    750.8440u    477.4000m
  478.10000m    731.2473u    478.1000m    731.2473u    478.1000m
  478.80000m    712.1435u    478.8000m    712.1435u    478.8000m
  479.50000m    693.5207u    479.5000m    693.5207u    479.5000m
  480.20000m    675.3676u    480.2000m    675.3676u    480.2000m
  480.90000m    657.6729u    480.9000m    657.6729u    480.9000m
  481.60000m    640.4257u    481.6000m    640.4257u    481.6000m
  482.30000m    623.6154u    482.3000m    623.6154u    482.3000m
  483.00000m    607.2313u    483.0000m    607.2313u    483.0000m
  483.70000m    591.2633u    483.7000m    591.2633u    483.7000m
  484.40000m    575.7014u    484.4000m    575.7014u    484.4000m
  485.10000m    560.5358u    485.1000m    560.5358u    485.1000m
  485.80000m    545.7568u    485.8000m    545.7568u    485.8000m
  486.50000m    531.3552u    486.5000m    531.3552u    486.5000m
  487.20000m    517.3217u    487.2000m    517.3217u    487.2000m
  487.90000m    503.6474u    487.9000m    503.6474u    487.9000m
  488.60000m    490.3236u    488.6000m    490.3236u    488.6000m
  489.30000m    477.3417u    489.3000m    477.3417u    489.3000m
  490.00000m    464.6934u    490.0000m    464.6934u    490.0000m
  490.70000m    452.3705u    490.7000m    452.3705u    490.7000m
  491.40000m    440.3650u    491.4000m    440.3650u    491.4000m
  492.10000m    428.6690u    492.1000m    428.6690u    492.1000m
  492.80000m    417.2751u    492.8000m    417.2751u    492.8000m
  493.50000m    406.1757u    493.5000m    406.1757u    493.5000m
  494.20000m    395.3636u    494.2000m    395.3636u    494.2000m
  494.90000m    384.8316u    494.9000m    384.8316u    494.9000m
  495.60000m    374.5729u    495.6000m    374.5729u    495.6000m
  496.30000m    364.5805u    496.3000m    364.5805u    496.3000m
  497.00000m    354.8480u    497.0000m    354.8480u    497.0000m
  497.70000m    345.3688u    497.7000m    345.3688u    497.7000m
  498.40000m    336.1365u    498.4000m    336.1365u    498.4000m
  499.10000m    327.1452u    499.1000m    327.1452u    499.1000m
  499.80000m    318.3886u    499.8000m    318.3886u    499.8000m
  500.50000m    309.8609u    500.5000m    309.8609u    500.5000m
  501.20000m    301.5564u    501.2000m    301.5564u    501.2000m
  501.90000m    293.4694u    501.9000m    293.4694u    501.9000m
  502.60000m    285.5945u    502.6000m    285.5945u    502.6000m
  503.30000m    277.9263u    503.3000m    277.9263u    503.3000m
  504.00000m    270.4596u    504.0000m    270.4596u    504.0000m
  504.70000m    263.1893u    504.7000m    263.1893u    504.7000m
  505.40000m    256.1104u    505.4000m    256.1104u    505.4000m
  506.10000m    249.2180u    506.1000m    249.2180u    506.1000m
  506.80000m    242.5075u    506.8000m    242.5075u    506.8000m
  507.50000m    235.9741u    507.5000m    235.9741u    507.5000m
  508.20000m    229.6134u    508.2000m    229.6134u    508.2000m
  508.90000m    223.4209u    508.9000m    223.4209u    508.9000m
  509.60000m    217.3924u    509.6000m    217.3924u    509.6000m
  510.30000m    211.5236u    510.3000m    211.5236u    510.3000m
  511.00000m    205.8104u    511.0000m    205.8104u    511.0000m
  511.70000m    200.2490u    511.7000m    200.2490u    511.7000m
  512.40000m    194.8352u    512.4000m    194.8352u    512.4000m
  513.10000m    189.5654u    513.1000m    189.5654u    513.1000m
  513.80000m    184.4359u    513.8000m    184.4359u    513.8000m
  514.50000m    179.4429u    514.5000m    179.4429u    514.5000m
  515.20000m    174.5830u    515.2000m    174.5830u    515.2000m
  515.90000m    169.8528u    515.9000m    169.8528u    515.9000m
  516.60000m    165.2488u    516.6000m    165.2488u    516.6000m
  517.30000m    160.7678u    517.3000m    160.7678u    517.3000m
  518.00000m    156.4066u    518.0000m    156.4066u    518.0000m
  518.70000m    152.1621u    518.7000m    152.1621u    518.7000m
  519.40000m    148.0312u    519.4000m    148.0312u    519.4000m
  520.10000m    144.0111u    520.1000m    144.0111u    520.1000m
  520.80000m    140.0986u    520.8000m    140.0986u    520.8000m
  521.50000m    136.2912u    521.5000m    136.2912u    521.5000m
  522.20000m    132.5860u    522.2000m    132.5860u    522.2000m
  522.90000m    128.9803u    522.9000m    128.9803u    522.9000m
  523.60000m    125.4715u    523.6000m    125.4715u    523.6000m
  524.30000m    122.0571u    524.3000m    122.0571u    524.3000m
  525.00000m    118.7346u    525.0000m    118.7346u    525.0000m
  525.70000m    115.5016u    525.7000m    115.5016u    525.7000m
  526.40000m    112.3557u    526.4000m    112.3557u    526.4000m
  527.10000m    109.2946u    527.1000m    109.2946u    527.1000m
  527.80000m    106.3161u    527.8000m    106.3161u    527.8000m
  528.50000m    103.4180u    528.5000m    103.4180u    528.5000m
  529.20000m    100.5982u    529.2000m    100.5982u    529.2000m
  529.90000m     97.8546u    529.9000m     97.8546u    529.9000m
  530.60000m     95.1852u    530.6000m     95.1852u    530.6000m
  531.30000m     92.5879u    531.3000m     92.5879u    531.3000m
  532.00000m     90.0610u    532.0000m     90.0610u    532.0000m
  532.70000m     87.6025u    532.7000m     87.6025u    532.7000m
  533.40000m     85.2106u    533.4000m     85.2106u    533.4000m
  534.10000m     82.8835u    534.1000m     82.8835u    534.1000m
  534.80000m     80.6195u    534.8000m     80.6195u    534.8000m
  535.50000m     78.4170u    535.5000m     78.4170u    535.5000m
  536.20000m     76.2742u    536.2000m     76.2742u    536.2000m
  536.90000m     74.1896u    536.9000m     74.1896u    536.9000m
  537.60000m     72.1616u    537.6000m     72.1616u    537.6000m
  538.30000m     70.1888u    538.3000m     70.1888u    538.3000m
  539.00000m     68.2696u    539.0000m     68.2696u    539.0000m
  539.70000m     66.4025u    539.7000m     66.4025u    539.7000m
  540.40000m     64.5863u    540.4000m     64.5863u    540.4000m
  541.10000m     62.8195u    541.1000m     62.8195u    541.1000m
  541.80000m     61.1008u    541.8000m     61.1008u    541.8000m
  542.50000m     59.4290u    542.5000m     59.4290u    542.5000m
  543.20000m     57.8027u    543.2000m     57.8027u    543.2000m
  543.90000m     56.2207u    543.9000m     56.2207u    543.9000m
  544.60000m     54.6818u    544.6000m     54.6818u    544.6000m
  545.30000m     53.1850u    545.3000m     53.1850u    545.3000m
  546.00000m     51.7289u    546.0000m     51.7289u    546.0000m
  546.70000m     50.3126u    546.7000m     50.3126u    546.7000m
  547.40000m     48.9350u    547.4000m     48.9350u    547.4000m
  548.10000m     47.5950u    548.1000m     47.5950u    548.1000m
  548.80000m     46.2916u    548.8000m     46.2916u    548.8000m
  549.50000m     45.0238u    549.5000m     45.0238u    549.5000m
  550.20000m     43.7907u    550.2000m     43.7907u    550.2000m
  550.90000m     42.5913u    550.9000m     42.5913u    550.9000m
  551.60000m     41.4247u    551.6000m     41.4247u    551.6000m
  552.30000m     40.2900u    552.3000m     40.2900u    552.3000m
  553.00000m     39.1864u    553.0000m     39.1864u    553.0000m
  553.70000m     38.1129u    553.7000m     38.1129u    553.7000m
  554.40000m     37.0689u    554.4000m     37.0689u    554.4000m
  555.10000m     36.0534u    555.1000m     36.0534u    555.1000m
  555.80000m     35.0657u    555.8000m     35.0657u    555.8000m
  556.50000m     34.1051u    556.5000m     34.1051u    556.5000m
  557.20000m     33.1708u    557.2000m     33.1708u    557.2000m
  557.90000m     32.2622u    557.9000m     32.2622u    557.9000m
  558.60000m     31.3784u    558.6000m     31.3784u    558.6000m
  559.30000m     30.5189u    559.3000m     30.5189u    559.3000m
  560.00000m     29.6829u    560.0000m     29.6829u    560.0000m
  560.70000m     28.8699u    560.7000m     28.8699u    560.7000m
  561.40000m     28.0791u    561.4000m     28.0791u    561.4000m
  562.10000m     27.3101u    562.1000m     27.3101u    562.1000m
  562.80000m     26.5622u    562.8000m     26.5622u    562.8000m
  563.50000m     25.8348u    563.5000m     25.8348u    563.5000m
  564.20000m     25.1273u    564.2000m     25.1273u    564.2000m
  564.90000m     24.4393u    564.9000m     24.4393u    564.9000m
  565.60000m     23.7702u    565.6000m     23.7702u    565.6000m
  566.30000m     23.1195u    566.3000m     23.1195u    566.3000m
  567.00000m     22.4866u    567.0000m     22.4866u    567.0000m
  567.70000m     21.8711u    567.7000m     21.8711u    567.7000m
  568.40000m     21.2725u    568.4000m     21.2725u    568.4000m
  569.10000m     20.6904u    569.1000m     20.6904u    569.1000m
  569.80000m     20.1243u    569.8000m     20.1243u    569.8000m
  570.50000m     19.5737u    570.5000m     19.5737u    570.5000m
  571.20000m     19.0383u    571.2000m     19.0383u    571.2000m
  571.90000m     18.5176u    571.9000m     18.5176u    571.9000m
  572.60000m     18.0112u    572.6000m     18.0112u    572.6000m
  573.30000m     17.5187u    573.3000m     17.5187u    573.3000m
  574.00000m     17.0398u    574.0000m     17.0398u    574.0000m
  574.70000m     16.5740u    574.7000m     16.5740u    574.7000m
  575.40000m     16.1211u    575.4000m     16.1211u    575.4000m
  576.10000m     15.6806u    576.1000m     15.6806u    576.1000m
  576.80000m     15.2522u    576.8000m     15.2522u    576.8000m
  577.50000m     14.8356u    577.5000m     14.8356u    577.5000m
  578.20000m     14.4305u    578.2000m     14.4305u    578.2000m
  578.90000m     14.0366u    578.9000m     14.0366u    578.9000m
  579.60000m     13.6534u    579.6000m     13.6534u    579.6000m
  580.30000m     13.2808u    580.3000m     13.2808u    580.3000m
  581.00000m     12.9185u    581.0000m     12.9185u    581.0000m
  581.70000m     12.5661u    581.7000m     12.5661u    581.7000m
  582.40000m     12.2235u    582.4000m     12.2235u    582.4000m
  583.10000m     11.8902u    583.1000m     11.8902u    583.1000m
  583.80000m     11.5662u    583.8000m     11.5662u    583.8000m
  584.50000m     11.2510u    584.5000m     11.2510u    584.5000m
  585.20000m     10.9446u    585.2000m     10.9446u    585.2000m
  585.90000m     10.6465u    585.9000m     10.6465u    585.9000m
  586.60000m     10.3567u    586.6000m     10.3567u    586.6000m
  587.30000m     10.0748u    587.3000m     10.0748u    587.3000m
  588.00000m      9.8008u    588.0000m      9.8008u    588.0000m
  588.70000m      9.5342u    588.7000m      9.5342u    588.7000m
  589.40000m      9.2750u    589.4000m      9.2750u    589.4000m
  590.10000m      9.0229u    590.1000m      9.0229u    590.1000m
  590.80000m      8.7778u    590.8000m      8.7778u    590.8000m
  591.50000m      8.5394u    591.5000m      8.5394u    591.5000m
  592.20000m      8.3076u    592.2000m      8.3076u    592.2000m
  592.90000m      8.0822u    592.9000m      8.0822u    592.9000m
  593.60000m      7.8629u    593.6000m      7.8629u    593.6000m
  594.30000m      7.6498u    594.3000m      7.6498u    594.3000m
  595.00000m      7.4424u    595.0000m      7.4424u    595.0000m
  595.70000m      7.2408u    595.7000m      7.2408u    595.7000m
  596.40000m      7.0447u    596.4000m      7.0447u    596.4000m
  597.10000m      6.8541u    597.1000m      6.8541u    597.1000m
  597.80000m      6.6686u    597.8000m      6.6686u    597.8000m
  598.50000m      6.4883u    598.5000m      6.4883u    598.5000m
  599.20000m      6.3130u    599.2000m      6.3130u    599.2000m
  599.90000m      6.1424u    599.9000m      6.1424u    599.9000m
  600.60000m      5.9766u    600.6000m      5.9766u    600.6000m
  601.30000m      5.8153u    601.3000m      5.8153u    601.3000m
  602.00000m      5.6585u    602.0000m      5.6585u    602.0000m
  602.70000m      5.5060u    602.7000m      5.5060u    602.7000m
  603.40000m      5.3577u    603.4000m      5.3577u    603.4000m
  604.10000m      5.2134u    604.1000m      5.2134u    604.1000m
  604.80000m      5.0731u    604.8000m      5.0731u    604.8000m
  605.50000m      4.9367u    605.5000m      4.9367u    605.5000m
  606.20000m      4.8041u    606.2000m      4.8041u    606.2000m
  606.90000m      4.6751u    606.9000m      4.6751u    606.9000m
  607.60000m      4.5496u    607.6000m      4.5496u    607.6000m
  608.30000m      4.4276u    608.3000m      4.4276u    608.3000m
  609.00000m      4.3089u    609.0000m      4.3089u    609.0000m
  609.70000m      4.1935u    609.7000m      4.1935u    609.7000m
  610.40000m      4.0813u    610.4000m      4.0813u    610.4000m
  611.10000m      3.9722u    611.1000m      3.9722u    611.1000m
  611.80000m      3.8661u    611.8000m      3.8661u    611.8000m
  612.50000m      3.7628u    612.5000m      3.7628u    612.5000m
  613.20000m      3.6625u    613.2000m      3.6625u    613.2000m
  613.90000m      3.5648u    613.9000m      3.5648u    613.9000m
  614.60000m      3.4699u    614.6000m      3.4699u    614.6000m
  615.30000m      3.3776u    615.3000m      3.3776u    615.3000m
  616.00000m      3.2878u    616.0000m      3.2878u    616.0000m
  616.70000m      3.2005u    616.7000m      3.2005u    616.7000m
  617.40000m      3.1155u    617.4000m      3.1155u    617.4000m
  618.10000m      3.0330u    618.1000m      3.0330u    618.1000m
  618.80000m      2.9526u    618.8000m      2.9526u    618.8000m
  619.50000m      2.8745u    619.5000m      2.8745u    619.5000m
  620.20000m      2.7985u    620.2000m      2.7985u    620.2000m
  620.90000m      2.7247u    620.9000m      2.7247u    620.9000m
  621.60000m      2.6528u    621.6000m      2.6528u    621.6000m
  622.30000m      2.5829u    622.3000m      2.5829u    622.3000m
  623.00000m      2.5150u    623.0000m      2.5150u    623.0000m
  623.70000m      2.4489u    623.7000m      2.4489u    623.7000m
  624.40000m      2.3846u    624.4000m      2.3846u    624.4000m
  625.10000m      2.3220u    625.1000m      2.3220u    625.1000m
  625.80000m      2.2612u    625.8000m      2.2612u    625.8000m
  626.50000m      2.2021u    626.5000m      2.2021u    626.5000m
  627.20000m      2.1446u    627.2000m      2.1446u    627.2000m
  627.90000m      2.0886u    627.9000m      2.0886u    627.9000m
  628.60000m      2.0342u    628.6000m      2.0342u    628.6000m
  629.30000m      1.9813u    629.3000m      1.9813u    629.3000m
  630.00000m      1.9299u    630.0000m      1.9299u    630.0000m
